구분ID,식당명,이미지,지역,업종,소개,전화번호,주소,찾아가는길,홈페이지
10,성수족발,https://img.siksinhot.com/place/1536821125737112.jpg?w=560&h=448&c=Y,서울-강북> 성수/서울숲/뚝섬,한국음식 > 족발/보쌈,"30년 전통의 족발 맛집 '성수족발'은 서울 3대 족발집으로 알려진 유명한 곳입니다. 이 곳 족발의 특징은 잡내가 전혀 없고, 따로 소스를 찍어 먹지 않아도 될 정도로 껍질과 속살까지 양념이 잘 베어 있다는 것입니다. 또한, 특유의 단맛 덕분에 계속 먹어도 느끼하거나 물리지 않는다고 합니다. 밑반찬으로 제공되는 부추무침이나 김치, 무생채와 곁들여 먹으면 더욱 맛있게 즐길 수 있습니다. ",02-464-0425,서울특별시 성동구 아차산로7길 7 동진빌딩,성수역 1번출구 도보 5분거리에 위치,
10,이문설렁탕,https://img.siksinhot.com/place/1545977267787000.jpg?w=560&h=448&c=Y,서울-강북> 인사동,한국음식 > 설렁탕/곰탕/도가니탕,"100년 전통의 '이문설농탕'. 종로의 역사를 함께한 공로를 인정받아 서울 미래 유산으로 지정된 곳이기도 합니다. 대표 메뉴는 토렴된 밥과 소면이 담겨 나오는 형식의 '설렁탕'. 뽀얀 국물과 맑은 국물의 중간쯤 되는 설렁탕은 슴슴하면서도 구수한 맛이 일품입니다. 고기 국물임에도 불구하고 기름기가 덜해 담백한 것이 특징이며, 기본 간이 되어있지 않아 개인의 취향에 맞춰 소금, 후추, 대파 등을 첨가해 먹을 수 있습니다. '특설렁탕'을 주문 시 비장이나 소 혀, 머릿고기 등 소의 다양한 부위를 맛볼 수 있습니다. 설렁탕과 김치 모두 조미료를 사용하지 않아 자극적이지 않고 깔끔한 맛이 이 곳의 특징입니다.",02-733-6526,서울특별시 종로구 우정국로 38-13,종각역 3-1번출구 도보 4분 이내에 위치/안국역 6번출구 도보 8분 이내에 위치/종로3가역 5번출구 도보 10분 이내에 위치/광화문역 2번출구 도보 11분 이내에 위치,
10,필동면옥,https://img.siksinhot.com/place/1478741245882778.jpg?w=560&h=448&c=Y,서울-강북> 충무로,한국음식 > 냉면,"평양냉면 전문점. 면발의 색이 투명하고, 가늘고 찰진 것이 특징입니다. 북한 사람들이 전통적으로 먹던 방법처럼 냉면에는 고춧가루가 뿌려져 나옵니다. 냉면을 먹기 전에 꼭 먹어줘야 하는 만두와 편육. 평양식 만두는 먹음직스러운 크기에 만두소가 꽉 차있어 육즙을 그대로 느낄 수 있고, 편육은 질 좋은 고기를 잘 삶아서 독특한 새우젓 양념에 살짝 찍어 먹는 것이 일품이랍니다.",02-2266-2611,서울특별시 중구 서애로 26,"충무로역 1번출구 도보 4분 이내에 위치/을지로4가역 8번출구 도보 12분 이내에 위치/을지로3가역 8번출구 도보 13분 이내에 위치/명동역 10번출구, 동대문역사문화공원역 6번출구, 동대입구역 1번출구 도보 14분 이내에 위치",
10,연남서식당,https://img.siksinhot.com/place/1462329470926006.png?w=560&h=448&c=Y,서울-강북> 신촌/이대,한국음식 > 불고기/갈비살/차돌박이,"1953년부터 2대째 운영하고 있는 갈비 전문점입니다. 색다른 드럼통 식탁에 의자가 없어 모든 손님들이 서서 먹기 때문에 서서갈비라는 명칭을 얻게 되었습니다. 국내산 육우를 한나절 동안 재운 후, 석쇠에 구워 연탄불에 굽는 불맛과 이곳만의 양념 소스가 특색있는 맛을 냅니다. 갈비가 8시 이후면 다떨어지니 참고하시기 바랍니다.",02-716-2520,서울특별시 마포구 백범로2길 32,2호선 신촌역 그랜드마트 7번 출구로 나와서 건너편 외환은행 쪽으로 길 건너 굴다리 지나 왼편에 위치. ,
10,GOO STK 733,https://img.siksinhot.com/place/1375254545613609.jpg?w=560&h=448&c=Y,서울-강북> 이태원,세계음식 > 스테이크하우스,"드라이에이징 스테이크로 이름난 스테이크 전문점입니다. 뼈를 함께 가지고 있는 본인 립아이, 본인 스트립,티본,포터하우스는 기본적으로 500~600g 이상의 사이즈로 당일 작업에 따라 상품이 결정됩니다. 겉은 크리스피하여 바삭한 질감을 가지고 있고, 속은 스테이크 본연의 질감을 느끼실 수 있습니다. 별 다른 가니쉬 없이 스테이크를 심플하게 제공하고, 함께 드실 수 있는 야채류, 크림류,탄수화물류의 사이드 메뉴를 가지고 있습니다.",02-794-7339,서울특별시 용산구 이태원로27길 101,"비손 이태원점 인근, 남산 하얏트 호텔 정문에서 우측 돌담길 따라 직진",
10,마포진짜원조최대포본점,https://img.siksinhot.com/place/1464865237421957.png?w=560&h=448&c=Y,서울-강북> 마포/공덕,한국음식 > 돼지갈비/갈매기살,"마장동 도축장에서 일했던 1대 창업자 최할아버지가 1955년 공덕동의 작은 대포집으로 시작한 돼지갈비집입니다. 돼지갈비는 물론 소금구이, 껍데기, 염통, 곱창 등의 다양한 돼지고기의 부위를 즐길 수 있습니다.",02-719-9292,서울특별시 마포구 마포대로 112-4,지하철 5호선 공덕역 5번 출구 좌측으로 50m 골목에 위치,
10,피에르가니에르서울 롯데호텔서울,https://img.siksinhot.com/place/1536043633857427.jpg?w=560&h=448&c=Y,서울-강북> 시청,세계음식 > 프렌치레스토랑,"세계 최고의 세프로 선정되기도 한 ‘피에르 가니에르’의 한국 매장. 창의적이고 예술적인 감각이 돋보이는 프랑스 요리를 선보입니다. 식사를 하려면 100% 사전 예약제이며, 대표 코스는 가장 긴 코스로 제공되는 '오마쥬 아 서울(Hommage a Seoul)'입니다. 아뮤즈 부쉬 5가지, 제주 달고기구이, 랍스터 요리, 메추라기 요리, 한우 알등심 구이, 디저트가 차례로 제공됩니다. 코스나 메뉴 구성이 달라질 수 있으니 방문 전 미리 확인하는 것을 추천.",02-317-7181,서울특별시 중구 을지로 30 롯데백화점본점,을지로입구역 8번출구 도보 4분 이내에 위치/시청역 3번출구 도보 6분 이내에 위치/종각역 5번출구 도보 11분 이내에 위치 (롯데호텔 서울 신관 35층),
10,소이연남,https://img.siksinhot.com/place/1475193980132535.png?w=560&h=448&c=Y,서울-강북> 연남동,세계음식 > 태국음식,"툭툭누들타이의 2번째 브랜드이며 테이스티 로드에 방영된 곳. 소이는 태국어로 길이라는 뜻. 태국식 소고기 쌀국수가 주 메뉴이며 그 밖에 파파야 샐러드인 쏨땀, 소고기국밥, 소이뽀삐아, 수육 등이 있으며 세트메뉴가 준비되어 있다. 소고기 국수는 면발의 굵기를 보통면, 얇은면 선택 가능하다. 매장 내부는 태국의 길거리 식당에 들른 듯한 느낌을 주는 곳.",02-323-5130,서울특별시 마포구 동교로 267,11:30 ~ 21:30 OPEN,
10,토속촌,https://img.siksinhot.com/place/1538366372235628.jpg?w=560&h=448&c=Y,서울-강북> 서촌누하동/청운효자동,한국음식 > 삼계탕/백숙/찜닭,"한옥을 개조하여 만든 건물로, 외국인 관광객들도 많이 찾는다는 삼계탕집입니다. 견과류 들어간 영계삼계탕 맛집으로 소개되어 더욱 인기 있는 곳입니다. 4년생 인삼, 국내산 대추, 호박씨, 은행, 검은깨 등 각종 한약재와 견과류를 갈아넣어 국물이 고소하고 진한 것이 특징이라고 합니다. 다양하고 신선한 식재료들만을 사용해서 보양식이 따로 없는 훌륭한 요리입니다. ",02-737-7444,서울특별시 종로구 자하문로5길 5,경복궁역 2번 출구에서 파리바게뜨 방면으로 150m 직진 이니스프리 오른쪽 20m,
10,어머니대성집,https://img.siksinhot.com/place/1579679323421060.jpg?w=560&h=448&c=Y,서울-강북> 경희대/청량리/외대,한국음식 > 해장국/국밥,"1967년부터 3대째 대를 이어 운영중인 ‘어머니대성집’. 올해 1월, 3층 규모의 건물로 확장 이전하여, 보다 넓고 쾌적한 분위기 속에서 식사를 할 수 있습니다. 대표 메뉴 ‘해장국’은 직접 말린 우거지를 듬뿍 넣어 시원한 맛을 낸 국물에 콩나물, 양지고기, 선지를 푸짐하게 담아 제공합니다. 토렴 과정을 거친 해장국은 밥알 사이사이 국물이 스며들어 있어 간이 고루 배어있는 점이 특징입니다. 진득한 국물에 어우러진 부드러운 우거지와 탱글탱글한 선지의 조화가 일품이다. ‘모듬수육’, ‘육회’, ‘등골’ 등의 다양한 안주 메뉴도 준비되어 있어 애주가들의 많은 사랑을 받고 있습니다.",02-923-1718,서울특별시 동대문구 왕산로11길 4,신설동역 3번출구 도보 5분 이내에 위치/제기동역 1번출구 도보 7분 이내에 위치,
10,무교동북어국집,https://img.siksinhot.com/place/1545799328395011.jpg?w=560&h=448&c=Y,서울-강북> 시청,한국음식 > 찌개/전골/국/탕,"‘무교동북어국집’은 1968년부터 지금까지 북엇국 하나로 승부해오고 있는 곳입니다. 식사 시간마다 기나긴 대기 행렬이 이어질 정도로 많은 인기를 자랑합니다. 대표 메뉴는 한우 사골 육수에 북어 대가리와 뼈를 우린 육수를 섞어 깊고 담백한 맛을 완성한 ‘북어 해장국’. 북어와 두부, 달걀이 어우러진 뽀얀 국물은 간이 자극적이지 않아 속을 부드럽게 달래줍니다. 북어 해장국은 처음에 삼삼한 국물을 맛본 후, 입맛에 따라 새우젓을 넣어 간을 맞춰 먹으면 됩니다. 북엇국은 리필이 가능한데 건더기만, 국물만, 건더기와 국물 같이 등과 같이 주문을 할 수 있으니 참고 바랍니다.",02-777-3891,서울특별시 중구 을지로1길 38,을지로입구역 1-1번출구 도보 5분 이내에 위치/시청역 4번출구 도보 5분 이내에 위치/광화문역 5번출구 도보 6분 이내에 위치/종각역 5번출구 도보 7분 이내에 위치,
10,평양면옥,https://img.siksinhot.com/place/1603160484198177.jpg?w=560&h=448&c=Y,서울-강북> 동대문/장충/신당,한국음식 > 냉면,"분당과 논현동에 분점이 있는 평양면옥 장충동 본점. 전통 평양식으로 만든 면에는 메밀이 충분히 들어가 향긋한 메밀향이 납니다. 소금에 절인 오이가 들어가며 국물에서는 간장 맛보다 육향이 좀 더 슴슴하게 올라오는 것이 특징입니다. 만두부터 불고기, 어복쟁반 같은 평양 전통음식들도 좋은 평가를 받고 있습니다.",02-2267-7784,서울특별시 중구 장충단로 207,"동대문역사문화공원역 5번출구 도보 2분 이내에 위치/동대입구역 2번출구 도보 7분 이내에 위치/청구역 1번출구, 신당역 8번출구, 동대문역 8번출구 도보 13분 이내에 위치",
10,순희네빈대떡,https://img.siksinhot.com/place/1485835933232221.jpg?w=560&h=448&c=Y,서울-강북> 종로,한국음식 > 파전/모듬전/빈대떡,"광장시장 내에 위치한 명물 '순희네빈대떡'. 줄이 길게 늘어선 곳으로 가면 빈대떡집을 발견할 수 있는데, 녹두빈대떡, 고기완자 두 가지의 메뉴만으로 승부를 보고 있는 곳입니. 녹두로 만든 고소한 빈대떡과 고기가 들어간 완자를 함께 먹을 수 있는 모듬 메뉴도 준비되어 있습니다. 빈대떡뿐만 아니라 반죽도 구매 가능하므로 참고하면 좋습니다.",02-2264-5057,서울특별시 종로구 종로32길 5,종로5가역 8번출구 도보 2분 이내에 위치/을지로4가역 4번출구 도보 8분 이내에 위치/종로3가역 12번출구 도보 11분 이내에 위치/동대문역 10번출구 도보 11분 이내에 위치/동대문역사문화공원역 6번출구 도보 13분 이내에 위치,
10,팔선,https://img.siksinhot.com/place/1583993283375973.jpg?w=560&h=448&c=Y,서울-강북> 동대문/장충/신당,세계음식 > 중국음식,"동대입구역 5번 출구 인근에 있는, 신라호텔 2층에 위치한 중식당 ‘팔선’. 광둥과 북경 지방 출신의 조리사들이 선보이는 중국 본토의 맛을 경험할 수 있습니다. 식사류로 인기가 많은 볶음밥은 파인애플부터 킹크랩, 새우, 닭고기, 바비큐 등 약 8가지 메뉴가 준비되어 있어 선택의 폭이 넓습니다. 대표 메뉴 ‘팔진 볶음밥’은 질 좋은 한우와 통통하게 살이 오른 새우를 주재료로 기름지지 않게 볶아 낸 점이 특징입니다. 전체적으로 깔끔한 맛이 돋보이는 볶음밥은 중간중간 씹히는 소고기와 새우가 식감을 살려주는 것과 동시에 감칠맛을 더하며 조화롭게 어우러집니다.",02-2230-3366,서울특별시 중구 동호로 249 신라호텔 2층,동대입구역 5번출구 도보 6분 이내에 위치/약수역 10번출구 도보 11분 이내에 위치,
10,을지면옥,https://img.siksinhot.com/place/1464864671081914.png?w=560&h=448&c=Y,서울-강북> 을지로,한국음식 > 냉면,서울 중심부의 대표 평양냉면 맛집이자 3대 평양냉면 중 하나인 을지로의 을지면옥입니다. 옛건물에 그대로 있어 옛분위기가 물씬 나는 곳입니다. 고기육수로 맑은 육수의 냉면을 맛 볼 수 있습니다.,02-2266-7052,서울특별시 중구 충무로14길 2-1,"3호선 을지로3가역 5번 출구, 한일은행 건너편 청계3가 방향으로 직진 앞에 위치",
10,삼청각,https://img.siksinhot.com/place/1454402328994833.JPG?w=560&h=448&c=Y,서울-강북> 성북동,한국음식 > 한정식,"***현재 임시휴업중이므로 미리 연락하여 운영여부 확인 후 방문하시기 바랍니다.***채식주의자를 위한 건강 채식상 등 다양한 코스가 준비되어 있으며, 산마 갈비찜, 오색 수삼냉채, 산약초 오리가슴살구이 등도 인기입니다. 서울을 대표하는 고급 프리미엄 한정식 레스토랑으로 전통음식의 기본에 충실하며 우리 고유의 반가요리와 궁중음식을 재구성하여 세련된 상을 내고 있습니다. 소중한 손님 접대 또는 가족 모임 등에도 매우 적합한 곳입니다. ",02-765-3700,서울특별시 성북구 대사관로 3,한성대입구역 6번출구에서 무료셔틀버스이용 삼청각앞 하차,
10,스시조,https://img.siksinhot.com/place/1454588147086332.JPG?w=560&h=448&c=Y,서울-강북> 시청,세계음식 > 일본음식/초밥,"스시 명가인 서울 웨스틴조선호텔 일식당 스시조(鮨朝)는 ‘보고 음미하는 요리’인 일식에 현대적인 감각을 불어넣은 신화식으로 세계적인 레스토랑 가이드북 ‘자갓(ZAGAT)’한국판에서 맛 부분으로 최고의 레스토랑으로 인정 받는 등 그 명성을 확인 받고 있습니다. 스식코스와 오마카세 코스가 인기가 많습니다. 도쿄의 유명 스시집 큐베 출신의 일본인 수석셰프가 요리를 담당하며, 스시, 조림, 튀김을 따로 주문할 수 있고, 코스요리도 준비되어 있습니다. 원래 지하에 자리잡고 있다가, 2009년 20층으로 위치를 옮기고 메뉴를 강화했습니다.",02-317-0314,서울특별시 중구 소공로 106 서울웨스틴조선호텔,1호선 시청역 7번출구. 웨스턴조선호텔 18층에 위치.,
10,라연 서울신라호텔,https://img.siksinhot.com/place/1480301964219946.jpeg?w=560&h=448&c=Y,서울-강북> 동대문/장충/신당,한국음식 > 한정식,전국에서 가장 훌륭한 식재료를 수급하여 정통 조리법을 바탕으로 현대적으로 재해석한 한식의 정수를 보여주는 라연입니다. 2019 미쉐린 가이드에 선정되었으며 전통의 맛을 세심하고 세련되게 표현한 한식당입니다. ,02-2230-3367,서울특별시 중구 동호로 249 신라호텔,약수역 10번 출구 야외조각공원 옆에 위치.,
11,언양기와집불고기,https://img.siksinhot.com/place/1463724626480452.png?w=560&h=448&c=Y,울산> 울주군-언양,한국음식 > 불고기/갈비살/차돌박이,"언양기와집불고기는 옛날 천석지기의 기와집을 그대로 개조한 집으로 100년이 다되어가는 가장 오래된 언양불고기집입니다. 석쇠를 사용해 불맛을 가득 머금은 언양식 불고기가 맛있는 곳으로 한우 생고기, 불고기, 육회 등도 즐길 수 있습니다. 수요미식회에 방영되며 인기가 더 높아진 곳 입니다.",052-262-4884,울산광역시 울주군 언양읍 헌양길 86,울산시 울주군 언양읍 서부리 울주언양초등학교 앞,
11,도동산방,https://img.siksinhot.com/place/1358793712010509.jpg?w=560&h=448&c=Y,울산> 울주군-언양,한국음식 > 한정식,"1000여 평의 부지 위에 아름다운 고헌산과 저수지를 품에 안은 한국 전통 방식으로 지어진 한옥입니다. 이곳에서는 한국 전통의 맛과 멋을 즐길 수 있도록 한정식과 차 실이 마련되어 있습니다. 별채가 따로 마련되어 있어 생신 연, 비즈니스 미팅 등도 가능합니다.",052-254-7076,울산광역시 울주군 상북면 송락골길 133,"24번 국도 석남사 밀양 방향, 도동 교차로에 위치",
11,울산숯불갈비,https://img.siksinhot.com/place/1463725183952541.png?w=560&h=448&c=Y,울산> 남구-삼산동,한국음식 > 돼지갈비/갈매기살,질 좋은 국내산 돼지갈비를 맛볼 수 있는 곳으로 인삼 등 자연산 약초 10여가지와 7년 이상 숙성시킨 효소로 만든 양념의 감칠맛이 일품인 곳 입니다. 기본으로 나오는 반찬들도 조미료를 과하게 하지 않아 질리지 않고 먹을 수 있습니다. 주말에는 고기가 떨어지면 가게 문을 닫기 때문에 서두르는 것이 좋습니다.,052-268-5402,,12:00 ~ 21:30 OPEN,
11,고래고기원조할매집본점,https://img.siksinhot.com/place/1463724737586463.png?w=560&h=448&c=Y,울산> 남구-장생포,한국음식 > 회,"고래고기원조할매집은 우리나라에서가장 먼저 고래고기 요리를 개발할 만큼 맛에 대해서는 전국 미식가들 사이에 정평이 나있고, 고래고기를 즐겨먹는 일본인들도 울산 방문길에 자주 찾고 있습니다. 밍크고래를 전문적으로 취급하기 때문에, 고래 특유의 향이좋고 부위에 따라 12가지 맛을 맛보실 수 있습니다.",052-261-7313,울산광역시 남구 장생포고래로 135,장생포항 인근,
11,미진돌곱창,https://img.siksinhot.com/place/1463724691104457.png?w=560&h=448&c=Y,울산> 남구-울산대/무거동,한국음식 > 곱창/양/대창/막창,"소금을 바르고 초벌구이한 상태로 나온 곱창을 돌판 위에 알루미늄 포일을 깔고 구워주는 '곱창구이'가 인기인 곱창 요리 전문점입니다. 얼큰한 국물에 쑥갓을 비롯한 야채와 버섯, 우동 사리, 곱창을 넣고 끓여주는 '곱창전골'도 인기 있습니다. 식사를 마친 후에는 식혜를 후식으로 줍니다.",052-277-6120,울산광역시 남구 남산로26번길 3,구삼호교남단 사거리에서 태화강 서희스타힐스 방향 골목에 위치,
11,떡바우횟집,https://img.siksinhot.com/place/1463725121032537.png?w=560&h=448&c=Y,울산> 울주군,한국음식 > 회,"동해안에서 떠오르는 해를 가장 먼저 볼 수 있다는 간절곶 인근에 있는 횟집입니다. 제철 활어회도 맛볼 수 있기는 하지만 이 집에서 가장 인기 있는 메뉴는 김을 깔고 깨와 참기름, 잘게 썬 멍게를 넣어 주는 '멍게 비빔밥'입니다.",052-238-3136,울산광역시 울주군 서생면 간절곶해안길 43,간절곶 아셈블관광호텔 인근,
11,본여우&본정,https://img.siksinhot.com/place/1463724840043479.png?w=560&h=448&c=Y,울산> 남구-삼산동,세계음식 > 일본음식/초밥,"50년 전통의 냉모밀,우동 맛집입니다. 분점을 낼정도로 울산에서는 유명한 곳입니다. 가츠오부시로 우려낸 육수를 붓고 면, 유부, 파, 김을 넣어 먹는 우동과 멸치와 다시마로 끓인 육수로 맛을 낸 시원한 냉모밀이 대표적인 메뉴이며, 치즈 및 고구마가 들어간 돈까스와 바삭한 군만두도 별미입니다.",052-268-1164,울산광역시 남구 왕생로120번길 5,울산 남구청 바로 뒤 첫번째 골목에 위치,
11,언양진미불고기,https://img.siksinhot.com/place/1463724949754496.png?w=560&h=448&c=Y,울산> 울주군-언양,한국음식 > 불고기/갈비살/차돌박이,"60여 년 전 언양 최초의 식육점으로 시작되어 현재까지 그 전통과 명맥을 이어오고 있는 언양에서 가장 역사가 오래 된 언양불고기 집입니다. 순수 한우 암소고기를 사용하여 믿을 수 있는 고기와 정성 가득 담긴 맛깔스런 음식을 제공하고 있습니다. 양념 석쇠 불고기, 생고기 즉석 양념구이, 로스 구이 등을 맛볼 수 있습니다.",052-262-1375,울산광역시 울주군 삼남면 중평로 33,울산시 울주군 삼남면 교동리 부산은행 언양지점 옆,
11,경주손칼국수,https://img.siksinhot.com/place/1358761101047297.jpg?w=560&h=448&c=Y,울산> 남구-신정동/옥동,한국음식 > 라면/칼국수/국수/수제비,"신정시장 칼국수 골목에 있는 칼국수 전문점입니다. 가게 입구에서 주문과 함께 반죽하고 썰어서 면을 만들어내는 모습을 볼 수 있습니다. 이렇게 만든 면을 즉석에서 삶아서 깨, 시금치, 김, 양념장 등을 얹어서 맑은 육수에 말아내는 칼국수가 이 집의 대표 메뉴입니다.",052-271-3278,울산광역시 남구 월평로47번길 7,울산시 남구 신정1동 신정시장 내,
11,함양집,https://img.siksinhot.com/place/1463724785883468.png?w=560&h=448&c=Y,울산> 남구-신정동/옥동,한국음식 > 비빔밥/돌솥밥/쌈밥,"1924년에 개점하여 80여년 동안 4대째 이어오고 있는 전통있는 한식당 '함양집'의 본점입니다. 한우로 만든 육회 물회는 반드시 주문해야 할 메뉴 중 하나이며, 이외에도 한우육회비빔밥, 곰탕 등을 판매하고 있습니다. 단체석 및 주차장이 구비되어 있어 단체로 방문하기에 좋습니다. ",052-275-6947,울산광역시 남구 중앙로208번길 12,월평중학교 인근,
11,갈비구락부,https://img.siksinhot.com/place/1463725068265523.png?w=560&h=448&c=Y,울산> 울주군-언양,한국음식 > 불고기/갈비살/차돌박이,그날 작업한 신선육만 취급 하고 있으며 언양 불고기 특구단지 명성에 걸맞게 한우 암소 특등육만 사용 합니다. 아울러 주인 직영으로 경주 소재 거인 한우 농장에서 재배한 유기농 먹거리만 제공 하고 있습니다. 16인 이상 단체예약만 가능하니 참고하면 좋습니다.,052-264-4747,울산광역시 울주군 삼남면 남상평2길 34-12,울산시 울주군 삼남면 교동리 교동지구 내,
11,천손짜장,https://img.siksinhot.com/place/1463725629496589.png?w=560&h=448&c=Y,울산> 남구-울산대/무거동,세계음식 > 중국음식,"기계면이 아닌 수타 자장면을 전문으로 하는 일반 중식당입니다. 주방장이 직접 손으로 뽑아낸 면은 우동과 같이 면발이 굵직굵직하며 야채와 고기도 크게 깍둑썰기 하여 담겨 있습니다. 매장은 1, 2층으로 2층은 단체석이 구비되어 있습니다.",052-221-0425,울산광역시 남구 울밀로 2890,굴화 주공 1단지 아파트 인근,
11,대일함흥냉면,https://img.siksinhot.com/place/1463725475767570.png?w=560&h=448&c=Y,울산> 중구-태화동,한국음식 > 냉면,1982년에 울산 매암동에 개점하여 이어오는 냉면요리 전문점 대일 함흥냉면의 태화동 본점입니다. 고구마 전분으로 직접 반죽해 기계에서 뽑은 면으로 요리합니다. 사골 등으로 끓인 육수를 부은 함흥식 물냉면과 매콤한 특제 양념으로 버무린 비빔냉면이 대표적인 메뉴이며 10여가지의 야채와 고기를 얹어 먹는 야채냉면도 별미입니다.,052-249-5836,울산광역시 중구 명정4길 13,울산시 중구 태화동 학성여중 앞,
11,꼬꼬사우나찜닭삼산본점,https://img.siksinhot.com/place/1463724902229483.png?w=560&h=448&c=Y,울산> 남구-삼산동,한국음식 > 삼계탕/백숙/찜닭,"안동찜닭 전문점. 국내산 하림 신선육을 사용합니다. 메뉴는 뼈있는 찜닭, 순살 찜닭 두가지이며, 카페도 겸하고 있어 식사 후에는 커피 메뉴도 즐길 수 있습니다. 찜닭은 반마리, 한마리로 주문가능하며 보통맛, 매운맛으로 맵기조절도 됩니다. 식사 손님은 아메리카노가 공짜이며 카페 메뉴도 저렴한 가격에 이용가능 합니다.",052-268-8869,울산광역시 남구 삼산중로74번길 12  2층,11:00 ~ 02:00 OPEN,
11,웅촌식육식당,https://img.siksinhot.com/place/1463725527029573.png?w=560&h=448&c=Y,울산> 울주군,한국음식 > 삼겹살/목살,정육점과 식당을 같이 겸하고 있는 식육식당입니다. 양념으로 버무려 야채와 함께 볶은 돼지 주물럭과 삼겹살 구이 등 돼지고기 요리로 유명한 곳입니다. 칼칼한 김치찌개도 별미인 곳 입니다.,052-225-0149,울산광역시 울주군 웅촌면 곡천동문길 33,동문마을 농협하나로마트 인근,
11,원조대구막창1번지,https://img.siksinhot.com/place/1463725273965550.png?w=560&h=448&c=Y,울산> 중구-반구/병영/성안,한국음식 > 곱창/양/대창/막창,울산 병영동 성당 뒤 막창 골목에 있는 돼지 막창 구이 전문점입니다. 메뉴는 돼지 생고기 막창 하나뿐인데요. 썰지 않고 통으로 나온 막창을 불판에서 어느 정도 익힌 후에 먹기 좋은 크기로 잘라줍니다. 고기를 다 먹을 즈음이면 서비스로 손칼국수를 주는데요. 깨를 듬뿍 얹은 고소한 맛이 별미입니다.,052-297-5856,울산광역시 중구 곽남1길 30,울산시 중구 남외동 울산 병영동 성당 뒤 막창 골목,
11,바다바라기,https://img.siksinhot.com/place/1463725774256603.png?w=560&h=448&c=Y,울산> 북구/강동/정자해수욕장,한국음식 > 해물탕/해물요리/꽃게,"정자항에서 직접 잡아올린 대게를 맛볼 수 있는 곳 입니다. 별도의 상차림 가격이 없고, 기본으로 제공되는 반찬들이 훌륭해 만족도가 높습니다. 대게를 다 먹고 난 후, 게딱지에 비벼 먹는 게장 밥은 별미 중의 별미로 통합니다.",052-282-8866,울산광역시 북구 정자1길 111,벽산 아진비취 타워 아파트 인근,
11,미락식당,https://img.siksinhot.com/place/1356457259084146.jpg?w=560&h=448&c=Y,울산> 중구-성남동/옥교동,한국음식 > 곱창/양/대창/막창,"얼큰한 국물의 곱창전골이 유명한 곱창요리 전문점입니다. 국내산 곱창만을 사용하는 곱창전골 이외에도 버섯,양파, 김치를 함께 구워서 즐기는 소곱창 구이도 인기가 있습니다. 깔끔하게 나오는 기본찬과 생간과 천엽이 서비스로 제공되며 다양한 식사류도 준비되어 있어 각종 회식모임으로 많이 찾는다고 합니다.",052-245-7984,울산광역시 중구 중앙길 100,"성남동 미래산부인과의원 맞은편, 울산 국민은행 인근",
11,남해꽃게탕,https://img.siksinhot.com/place/1353393320342778.jpg?w=560&h=448&c=Y,울산> 남구-삼산동,한국음식 > 해물탕/해물요리/꽃게,"숯불에 한번 구운 뒤에 소금구이 또는 양념구이로 즐기는 쭈꾸미구이가 인기인 해물요리 맛집입니다.꽃게, 새우 등의 해물과 무, 미나리, 쑥갓 등을 얹어 끓인 얼큰한 꽃게탕도 별미입니다.",052-276-0576,울산광역시 남구 삼산중로84번길 12-1,삼산동 공영주차장앞에 위치,
11,베테랑바베큐,https://img.siksinhot.com/place/1354003219750065.jpg?w=560&h=448&c=Y,울산> 울주군,한국음식 > 삼겹살/목살,"인공호수 위에 비닐하우스로 지어진 운치있는 느낌의 바베큐 맛집입니다. 다양한 소스와 함께 참숯백탄에서 고기를 구워 즐기실수 있습니다. 모든 고기는 1인분에 250g이며, 백탄,야채,1회용태망에 대한 사용료5000원이 부과되니 참고하면 좋습니다.",052-239-5515,울산광역시 울주군 서생면 해맞이로 924,"서생초등학교,서생중학교,서생면사무소 인근",http://www.veteranbbq.com/
11,카페드파리울산본점,https://img.siksinhot.com/place/1502246827947120.jpg?w=560&h=448&c=Y,울산> 중구-성남동/옥교동,세계음식 > 카페/커피숍,이국적인 느낌이 드는 하늘색 외관이 인상 깊은 카페입니다. 딸기나 망고로 만드는 봉봉이 인기 있습니다. 원두를 직접 선택해서 먹을 수 있는 에스프레소 베이스의 다양한 커피가 두루 인기입니다.,052-211-2142,울산광역시 중구 중앙길 133,"시계탑사거리에서 한 블럭 더 올라가 왼쪽골목에 위치, 농협 인근 스놀릭 옆",
11,꽃바위동해반점,https://img.siksinhot.com/place/1381220400238416.png?w=560&h=448&c=Y,울산> 동구/일산해수욕장,세계음식 > 중국음식,"화교가 운영하는 중식당입니다. 동부동, 호계동에도 분점이 있는데, 이곳이 본점입니다. 해산물과 고기 고명이 넉넉하게 올라간 짬뽕은 얼큰한 맛으로 인기가 많고, 볶음면도 인기 있습니다. ",0503-5798-0032,울산광역시 동구 꽃바위3길 63,꽃바위3길을 따라 71m 이동,
11,원터가든,https://img.siksinhot.com/place/1463725569057577.png?w=560&h=448&c=Y,울산> 울주군,한국음식 > 오리 훈제/구이/로스/탕,"20년 전통을 자랑하는 오리요리 전문점 '윈터가든'의 본점입니다. 생오리구이, 생오리탕, 매콤한 양념의 오리불고기 등 다양한 오리요리가 있습니다. 주차가 편리하여 가족단위의 손님이 많이 찾습니다.",052-225-3277,울산광역시 울주군 웅촌면 웅촌로 642-9,대복삼거리 신흥정공 인근,
